Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
325	Spectrogram 1	1	12814.243377686	12814.730865479	75	105
326	Spectrogram 1	1	12841.751617432	12842.448028564	75	155
327	Spectrogram 1	1	12842.587310791	12843.283721924	95	165
328	Spectrogram 1	1	12856.376251221	12857.21194458	155	195
329	Spectrogram 1	1	12857.490509033	12858.395843506	155	225
330	Spectrogram 1	1	13010.561676025	13010.909881592	195	225
331	Spectrogram 1	1	13013.347320557	13014.043731689	185	235
332	Spectrogram 1	1	13023.932769775	13024.629180908	125	175
333	Spectrogram 1	1	13034.587860107	13035.0753479	165	195
334	Spectrogram 1	1	13056.594451904	13057.081939697	125	195
335	Spectrogram 1	1	13244.346893311	13245.112945557	165	225
336	Spectrogram 1	1	13268.094512939	13268.442718506	125	145
337	Spectrogram 1	1	13282.370941162	13283.415557861	135	195
338	Spectrogram 1	1	13299.711578369	13300.407989502	65	115
339	Spectrogram 1	1	13303.681121826	13304.029327393	155	195
340	Spectrogram 1	1	13339.407012939	13340.242706299	105	175
341	Spectrogram 1	1	13340.939117432	13341.635528564	55	95
342	Spectrogram 1	1	13415.664031982	13416.221160889	55	85
343	Spectrogram 1	1	13424.856658936	13425.344146729	75	135
344	Spectrogram 1	1	13428.617279053	13429.104766846	155	215
345	Spectrogram 1	1	13431.611846924	13432.099334717	175	225
346	Spectrogram 1	1	13442.893707275	13443.241912842	55	115
347	Spectrogram 1	1	13488.090789795	13488.647918701	65	115
348	Spectrogram 1	1	13526.254119873	13527.020172119	105	205
349	Spectrogram 1	1	13617.205413818	13618.110748291	125	195
350	Spectrogram 1	1	13671.943328857	13672.84866333	205	235
351	Spectrogram 1	1	13675.425384521	13676.330718994	145	195
352	Spectrogram 1	1	13696.874847412	13697.292694092	75	135
353	Spectrogram 1	1	13758.576873779	13759.064361572	125	145
354	Spectrogram 1	1	13780.792388916	13781.488800049	65	195
355	Spectrogram 1	1	13829.05368042	13829.610809326	125	155
356	Spectrogram 1	1	13863.038543701	13863.734954834	155	215
357	Spectrogram 1	1	13867.565216064	13868.052703857	125	165
358	Spectrogram 1	1	13883.095184326	13883.513031006	125	165
359	Spectrogram 1	1	13928.083343506	13928.431549072	95	165
360	Spectrogram 1	1	13950.577423096	13951.273834229	85	145
361	Spectrogram 1	1	13959.839691162	13960.675384521	145	215
362	Spectrogram 1	1	13961.720001221	13962.55569458	95	165
363	Spectrogram 1	1	14016.179351807	14016.527557373	125	145
364	Spectrogram 1	1	14123.00881958	14123.42666626	65	125
365	Spectrogram 1	1	14159.848968506	14160.127532959	145	185
366	Spectrogram 1	1	14162.70425415	14163.400665283	155	205
367	Spectrogram 1	1	14165.489898682	14166.047027588	95	155
368	Spectrogram 1	1	14176.771759033	14177.537811279	155	195
369	Spectrogram 1	1	14205.046051025	14205.742462158	135	185
370	Spectrogram 1	1	14211.661956787	14212.428009033	85	165
371	Spectrogram 1	1	14218.556427002	14219.601043701	135	215
372	Spectrogram 1	1	14243.905792236	14244.253997803	135	155
373	Spectrogram 1	1	14272.806854248	14273.503265381	85	125
374	Spectrogram 1	1	14290.286773682	14291.052825928	185	245
375	Spectrogram 1	1	14308.741668701	14309.716644287	175	245
376	Spectrogram 1	1	14324.341278076	14325.037689209	75	145
377	Spectrogram 1	1	14347.601409912	14348.228179932	135	165
378	Spectrogram 1	1	14352.128082275	14352.406646729	205	235
379	Spectrogram 1	1	14356.027984619	14356.654754639	65	155
380	Spectrogram 1	1	14499.697601318	14500.394012451	95	165
381	Spectrogram 1	1	14504.572479248	14505.129608154	95	145
382	Spectrogram 1	1	14568.433380127	14568.781585693	165	205
383	Spectrogram 1	1	14656.390106201	14657.295440674	185	215
384	Spectrogram 1	1	14671.989715576	14672.964691162	45	95
385	Spectrogram 1	1	14790.727813721	14791.493865967	215	245
386	Spectrogram 1	1	14882.375518799	14883.002288818	155	245
387	Spectrogram 1	1	14918.797821045	14919.633514404	115	185
388	Spectrogram 1	1	15083.429412842	15084.056182861	175	205
389	Spectrogram 1	1	15133.988861084	15134.476348877	135	155
390	Spectrogram 1	1	15154.393707275	15154.881195068	85	125
391	Spectrogram 1	1	15195.621246338	15196.317657471	85	115
392	Spectrogram 1	1	15200.635406494	15202.2371521	135	225
393	Spectrogram 1	1	15209.131622314	15210.245880127	125	185
394	Spectrogram 1	1	15248.269927979	15248.827056885	155	225
395	Spectrogram 1	1	15263.79989624	15264.357025146	165	205
396	Spectrogram 1	1	15269.440826416	15269.858673096	55	75
397	Spectrogram 1	1	15329.262542725	15330.098236084	135	235
398	Spectrogram 1	1	15333.023162842	15333.510650635	205	235
399	Spectrogram 1	1	15342.355072021	15342.703277588	115	145
400	Spectrogram 1	1	15369.863311768	15370.838287354	185	245
401	Spectrogram 1	1	15383.721893311	15384.13973999	105	125
402	Spectrogram 1	1	15406.773101807	15407.330230713	55	155
403	Spectrogram 1	1	15423.347686768	15424.0440979	95	135
404	Spectrogram 1	1	15446.189971924	15447.513153076	95	165
405	Spectrogram 1	1	15449.114898682	15450.159515381	95	175
406	Spectrogram 1	1	15467.709075928	15468.266204834	85	125
407	Spectrogram 1	1	15487.06930542	15487.765716553	125	185
408	Spectrogram 1	1	15555.874725342	15556.640777588	85	135
409	Spectrogram 1	1	15587.631072998	15588.606048584	115	175
410	Spectrogram 1	1	15629.90322876	15631.156768799	135	215
411	Spectrogram 1	1	15672.941436768	15674.125335693	115	195
412	Spectrogram 1	1	15676.562774658	15677.328826904	185	215
413	Spectrogram 1	1	15693.137359619	15693.694488525	165	195
414	Spectrogram 1	1	15715.979644775	15717.024261475	55	175
415	Spectrogram 1	1	15737.150543213	15737.498748779	195	245
416	Spectrogram 1	1	15745.15927124	15745.925323486	125	145
417	Spectrogram 1	1	15875.875640869	15876.363128662	175	225
418	Spectrogram 1	1	15938.552642822	15939.736541748	125	235
419	Spectrogram 1	1	15992.733428955	15993.011993408	115	165
420	Spectrogram 1	1	15995.17086792	15996.006561279	65	135
421	Spectrogram 1	1	16031.593170166	16032.289581299	75	145
422	Spectrogram 1	1	16096.777252197	16097.543304443	115	185
423	Spectrogram 1	1	16270.949676514	16271.50680542	145	215
424	Spectrogram 1	1	16274.083526611	16275.197784424	115	195
425	Spectrogram 1	1	16302.845306396	16303.193511963	205	225
426	Spectrogram 1	1	16313.082550049	16314.057525635	95	175
427	Spectrogram 1	1	16404.521331787	16405.21774292	135	165
428	Spectrogram 1	1	16422.906585693	16423.25479126	145	165
429	Spectrogram 1	1	16427.572540283	16428.826080322	125	185
430	Spectrogram 1	1	16432.795623779	16433.492034912	225	245
431	Spectrogram 1	1	16506.824127197	16507.381256104	85	125
432	Spectrogram 1	1	16590.045257568	16590.950592041	45	115
433	Spectrogram 1	1	16608.778717041	16609.544769287	205	235
434	Spectrogram 1	1	16624.796173096	16625.631866455	75	205
435	Spectrogram 1	1	16631.89956665	16632.52633667	105	125
436	Spectrogram 1	1	16742.907501221	16743.603912354	185	205
437	Spectrogram 1	1	16830.864227295	16831.490997314	135	225
438	Spectrogram 1	1	16840.335418701	16840.822906494	105	125
439	Spectrogram 1	1	16842.285369873	16842.772857666	205	225
440	Spectrogram 1	1	16845.697784424	16846.812042236	115	155
441	Spectrogram 1	1	16897.023284912	16897.301849365	145	165
442	Spectrogram 1	1	16993.75479126	16994.102996826	135	165
443	Spectrogram 1	1	17016.805999756	17017.572052002	185	225
444	Spectrogram 1	1	17047.169525146	17047.587371826	155	225
